      199	2021-01-01 07:06:32	1	0	1	0
      199	2021-01-01 16:45:27	1	0	1	0
      199	2021-01-04 07:03:39	1	0	1	0
      199	2021-01-04 16:31:13	1	0	1	0
      199	2021-01-05 07:01:28	1	0	1	0
      199	2021-01-06 07:02:53	1	0	1	0
      199	2021-01-06 16:51:22	1	0	1	0
      199	2021-01-07 07:04:32	1	0	1	0
      199	2021-01-07 16:46:37	1	0	1	0
      199	2021-01-08 07:04:21	1	0	1	0
      199	2021-01-08 16:19:04	1	0	1	0
      199	2021-01-09 07:07:05	1	0	1	0
      199	2021-01-09 16:41:06	1	0	1	0
      199	2021-01-10 07:03:06	1	0	1	0
      199	2021-01-10 16:46:55	1	0	1	0
      199	2021-01-11 07:03:46	1	0	1	0
      199	2021-01-11 16:51:04	1	0	1	0
      199	2021-01-12 07:03:35	1	0	1	0
      199	2021-01-12 16:35:16	1	0	1	0
      199	2021-01-13 07:04:00	1	0	1	0
      199	2021-01-13 16:20:35	1	0	1	0
      199	2021-01-15 07:00:25	1	0	1	0
      199	2021-01-15 16:51:51	1	0	1	0
      199	2021-01-18 07:02:03	1	5	1	0
      199	2021-01-18 16:42:16	1	5	1	0
      199	2021-01-19 07:02:01	1	5	1	0
      199	2021-01-19 16:26:10	1	5	1	0
      199	2021-01-20 07:13:25	1	5	1	0
      199	2021-01-20 16:53:02	1	5	1	0
      199	2021-01-21 07:02:05	1	5	1	0
      199	2021-01-21 16:30:42	1	5	1	0
      199	2021-01-22 07:01:46	1	5	1	0
      199	2021-01-22 16:28:57	1	5	1	0
      199	2021-01-25 07:04:41	1	5	1	0
      199	2021-01-25 16:22:42	1	5	1	0
      199	2021-01-26 07:00:41	1	5	1	0
      199	2021-01-26 16:23:58	1	5	1	0
      199	2021-01-27 07:01:36	1	5	1	0
      199	2021-01-27 16:17:57	1	5	1	0
      199	2021-01-29 07:01:25	1	5	1	0
      199	2021-01-29 16:26:24	1	5	1	0
      199	2021-02-01 07:03:25	1	0	1	0
      199	2021-02-01 16:27:26	1	0	1	0
      199	2021-02-02 07:03:16	1	0	1	0
      199	2021-02-02 16:23:05	1	0	1	0
      199	2021-02-03 07:05:08	1	0	1	0
      199	2021-02-03 16:21:06	1	0	1	0
      199	2021-02-05 07:03:58	1	0	1	0
      199	2021-02-05 16:25:37	1	0	1	0
      199	2021-02-08 08:17:02	1	0	1	0
      199	2021-02-08 16:39:47	1	0	1	0
      199	2021-02-09 07:01:55	1	0	1	0
      199	2021-02-09 16:43:47	1	0	1	0
      199	2021-02-11 07:02:17	1	0	1	0
      199	2021-02-11 16:24:08	1	0	1	0
      199	2021-02-12 07:02:09	1	0	1	0
      199	2021-02-12 16:34:34	1	0	1	0
      199	2021-02-15 07:03:00	1	0	1	0
      199	2021-02-15 16:35:23	1	0	1	0
      199	2021-02-16 07:03:03	1	0	1	0
      199	2021-02-16 16:23:07	1	0	1	0
      199	2021-02-17 07:04:16	1	0	1	0
      199	2021-02-17 16:50:10	1	0	1	0
      199	2021-02-18 07:05:45	1	0	1	0
      199	2021-02-18 16:30:32	1	0	1	0
      199	2021-02-19 07:07:42	1	0	1	0
      199	2021-02-19 16:42:04	1	0	1	0
      199	2021-02-22 07:05:52	1	0	1	0
      199	2021-02-22 16:27:18	1	0	1	0
      199	2021-02-23 07:02:29	1	0	1	0
      199	2021-02-23 16:23:52	1	0	1	0
      199	2021-02-24 07:03:44	1	0	1	0
      199	2021-02-24 16:17:06	1	0	1	0
      199	2021-02-25 07:04:53	1	0	1	0
      199	2021-02-25 16:42:53	1	0	1	0
